Fecha_Inicio,Fecha_Fin,Comunidad,Variacion
42014,52014,Melilla,"0,2"
52014,62014,Nacional,"0,0"
52014,62014,Andalucía,"-0,1"
52014,62014,Aragón,"0,0"
52014,62014,"Asturias, Principado de","0,0"
52014,62014,"Balears, Illes","0,2"
52014,62014,Canarias,"0,0"
52014,62014,Cantabria,"0,0"
52014,62014,Castilla y León,"0,1"
52014,62014,Castilla-La Mancha,"0,0"
52014,62014,Cataluña,"0,1"
52014,62014,Comunitat Valenciana,"-0,1"
52014,62014,Extremadura,"0,0"
52014,62014,Galicia,"0,1"
52014,62014,"Madrid, Comunidad de","0,1"
52014,62014,"Murcia, Región de","0,0"
52014,62014,"Navarra, Comunidad Foral de","0,2"
52014,62014,País Vasco,"0,1"
52014,62014,"Rioja, La","0,2"
52014,62014,Ceuta,"-0,3"
52014,62014,Melilla,"-0,1"
62014,72014,Nacional,"-0,9"
62014,72014,Andalucía,"-1,2"
62014,72014,Aragón,"-0,9"
62014,72014,"Asturias, Principado de","-1,2"
62014,72014,"Balears, Illes","-0,5"
62014,72014,Canarias,"-0,8"
62014,72014,Cantabria,"-0,6"
62014,72014,Castilla y León,"-1,0"
62014,72014,Castilla-La Mancha,"-1,2"
62014,72014,Cataluña,"-0,8"
62014,72014,Comunitat Valenciana,"-1,0"
62014,72014,Extremadura,"-1,3"
62014,72014,Galicia,"-1,2"
62014,72014,"Madrid, Comunidad de","-0,6"
62014,72014,"Murcia, Región de","-1,2"
62014,72014,"Navarra, Comunidad Foral de","-0,7"
62014,72014,País Vasco,"-0,9"
62014,72014,"Rioja, La","-1,4"
62014,72014,Ceuta,"-1,7"
62014,72014,Melilla,"-1,6"
72014,82014,Nacional,"0,2"
72014,82014,Andalucía,"0,2"
72014,82014,Aragón,"0,2"
72014,82014,"Asturias, Principado de","0,2"
72014,82014,"Balears, Illes","0,0"
72014,82014,Canarias,"0,0"
72014,82014,Cantabria,"0,2"
72014,82014,Castilla y León,"0,2"
72014,82014,Castilla-La Mancha,"0,1"
72014,82014,Cataluña,"0,2"
72014,82014,Comunitat Valenciana,"0,2"
72014,82014,Extremadura,"0,1"
72014,82014,Galicia,"0,2"
72014,82014,"Madrid, Comunidad de","0,2"
72014,82014,"Murcia, Región de","0,1"
72014,82014,"Navarra, Comunidad Foral de","-0,2"
72014,82014,País Vasco,"0,2"
72014,82014,"Rioja, La","0,2"
72014,82014,Ceuta,"0,1"
72014,82014,Melilla,"0,2"
82014,92014,Nacional,"0,2"
82014,92014,Andalucía,"0,3"
82014,92014,Aragón,"0,0"
82014,92014,"Asturias, Principado de","0,1"
82014,92014,"Balears, Illes","0,0"
82014,92014,Canarias,"0,1"
82014,92014,Cantabria,"0,0"
82014,92014,Castilla y León,"0,4"
82014,92014,Castilla-La Mancha,"0,3"
82014,92014,Cataluña,"-0,1"
82014,92014,Comunitat Valenciana,"0,1"
82014,92014,Extremadura,"0,4"
82014,92014,Galicia,"0,3"
82014,92014,"Madrid, Comunidad de","0,1"
82014,92014,"Murcia, Región de","0,1"
82014,92014,"Navarra, Comunidad Foral de","0,3"
82014,92014,País Vasco,"0,2"
82014,92014,"Rioja, La","0,3"
82014,92014,Ceuta,"0,4"
82014,92014,Melilla,"0,7"
92014,102014,Nacional,"0,5"
92014,102014,Andalucía,"0,5"
92014,102014,Aragón,"0,6"
92014,102014,"Asturias, Principado de","0,6"
92014,102014,"Balears, Illes","-0,1"
92014,102014,Canarias,"0,3"
92014,102014,Cantabria,"0,4"
92014,102014,Castilla y León,"0,5"
92014,102014,Castilla-La Mancha,"0,7"
92014,102014,Cataluña,"0,4"
92014,102014,Comunitat Valenciana,"0,4"
92014,102014,Extremadura,"0,8"
92014,102014,Galicia,"0,7"
92014,102014,"Madrid, Comunidad de","0,3"
92014,102014,"Murcia, Región de","0,7"
92014,102014,"Navarra, Comunidad Foral de","0,3"
92014,102014,País Vasco,"0,7"
92014,102014,"Rioja, La","0,7"
92014,102014,Ceuta,"0,8"
92014,102014,Melilla,"0,8"
102014,112014,Nacional,"-0,1"
102014,112014,Andalucía,"-0,1"
102014,112014,Aragón,"-0,1"
102014,112014,"Asturias, Principado de","0,3"
102014,112014,"Balears, Illes","0,1"
102014,112014,Canarias,"-0,1"
102014,112014,Cantabria,"0,3"
102014,112014,Castilla y León,"-0,1"
102014,112014,Castilla-La Mancha,"-0,2"
102014,112014,Cataluña,"0,0"
102014,112014,Comunitat Valenciana,"0,0"
102014,112014,Extremadura,"-0,3"
102014,112014,Galicia,"0,0"
102014,112014,"Madrid, Comunidad de","-0,3"
102014,112014,"Murcia, Región de","0,1"
102014,112014,"Navarra, Comunidad Foral de","0,3"
102014,112014,País Vasco,"0,0"
102014,112014,"Rioja, La","0,1"
102014,112014,Ceuta,"-0,1"
102014,112014,Melilla,"0,0"
112014,122014,Nacional,"-0,6"
112014,122014,Andalucía,"-0,7"
112014,122014,Aragón,"-0,7"
112014,122014,"Asturias, Principado de","-0,7"
112014,122014,"Balears, Illes","-0,5"
112014,122014,Canarias,"-0,3"
112014,122014,Cantabria,"-0,7"
112014,122014,Castilla y León,"-0,6"
112014,122014,Castilla-La Mancha,"-0,8"
112014,122014,Cataluña,"-0,4"
112014,122014,Comunitat Valenciana,"-0,7"
112014,122014,Extremadura,"-0,6"
112014,122014,Galicia,"-0,7"
112014,122014,"Madrid, Comunidad de","-0,5"
112014,122014,"Murcia, Región de","-0,7"
112014,122014,"Navarra, Comunidad Foral de","-0,7"
112014,122014,País Vasco,"-0,7"
112014,122014,"Rioja, La","-0,5"
112014,122014,Ceuta,"0,0"
112014,122014,Melilla,"-0,1"
122014,12015,Nacional,"-1,6"
122014,12015,Andalucía,"-1,7"
122014,12015,Aragón,"-1,8"
122014,12015,"Asturias, Principado de","-1,9"
122014,12015,"Balears, Illes","-1,2"
122014,12015,Canarias,"-1,4"
122014,12015,Cantabria,"-1,9"
122014,12015,Castilla y León,"-2,1"
122014,12015,Castilla-La Mancha,"-1,9"
122014,12015,Cataluña,"-1,4"
122014,12015,Comunitat Valenciana,"-1,5"
122014,12015,Extremadura,"-1,8"
122014,12015,Galicia,"-1,9"
122014,12015,"Madrid, Comunidad de","-1,3"
122014,12015,"Murcia, Región de","-1,9"
122014,12015,"Navarra, Comunidad Foral de","-2,0"
122014,12015,País Vasco,"-1,7"
122014,12015,"Rioja, La","-2,3"
122014,12015,Ceuta,"-2,1"
122014,12015,Melilla,"-2,1"
12015,22015,Nacional,"0,2"
12015,22015,Andalucía,"0,3"
12015,22015,Aragón,"0,2"
12015,22015,"Asturias, Principado de","0,2"
12015,22015,"Balears, Illes","0,1"
12015,22015,Canarias,"-0,1"
12015,22015,Cantabria,"-0,1"
12015,22015,Castilla y León,"0,1"
12015,22015,Castilla-La Mancha,"0,2"
12015,22015,Cataluña,"0,2"
12015,22015,Comunitat Valenciana,"0,3"
12015,22015,Extremadura,"0,2"
12015,22015,Galicia,"0,1"
12015,22015,"Madrid, Comunidad de","0,3"
12015,22015,"Murcia, Región de","0,3"
12015,22015,"Navarra, Comunidad Foral de","0,2"
12015,22015,País Vasco,"0,2"
12015,22015,"Rioja, La","0,3"
12015,22015,Ceuta,"-0,3"
12015,22015,Melilla,"-0,5"
22015,32015,Nacional,"0,6"
22015,32015,Andalucía,"0,6"
22015,32015,Aragón,"0,7"
22015,32015,"Asturias, Principado de","0,5"
22015,32015,"Balears, Illes","0,6"
22015,32015,Canarias,"0,8"
22015,32015,Cantabria,"0,6"
22015,32015,Castilla y León,"0,6"
22015,32015,Castilla-La Mancha,"0,7"
22015,32015,Cataluña,"0,7"
22015,32015,Comunitat Valenciana,"0,6"
22015,32015,Extremadura,"0,6"
22015,32015,Galicia,"0,6"
22015,32015,"Madrid, Comunidad de","0,6"
22015,32015,"Murcia, Región de","0,6"
22015,32015,"Navarra, Comunidad Foral de","0,8"
22015,32015,País Vasco,"0,6"
22015,32015,"Rioja, La","0,4"
22015,32015,Ceuta,"0,9"
22015,32015,Melilla,"0,9"
32015,42015,Nacional,"0,9"
32015,42015,Andalucía,"1,0"
32015,42015,Aragón,"1,0"
32015,42015,"Asturias, Principado de","1,1"
32015,42015,"Balears, Illes","0,8"
32015,42015,Canarias,"0,7"
32015,42015,Cantabria,"0,7"
32015,42015,Castilla y León,"0,9"
32015,42015,Castilla-La Mancha,"0,9"
32015,42015,Cataluña,"0,9"
32015,42015,Comunitat Valenciana,"1,1"
32015,42015,Extremadura,"1,1"
32015,42015,Galicia,"0,9"
32015,42015,"Madrid, Comunidad de","0,7"
32015,42015,"Murcia, Región de","1,3"
32015,42015,"Navarra, Comunidad Foral de","0,8"
32015,42015,País Vasco,"0,9"
32015,42015,"Rioja, La","1,4"
32015,42015,Ceuta,"1,2"
32015,42015,Melilla,"0,9"
42015,52015,Nacional,"0,5"
42015,52015,Andalucía,"0,5"
42015,52015,Aragón,"0,4"
42015,52015,"Asturias, Principado de","0,5"
42015,52015,"Balears, Illes","0,6"
42015,52015,Canarias,"0,2"
42015,52015,Cantabria,"0,7"
42015,52015,Castilla y León,"0,5"
42015,52015,Castilla-La Mancha,"0,5"
42015,52015,Cataluña,"0,5"
42015,52015,Comunitat Valenciana,"0,5"
42015,52015,Extremadura,"0,3"
42015,52015,Galicia,"0,5"
42015,52015,"Madrid, Comunidad de","0,4"
42015,52015,"Murcia, Región de","0,5"
42015,52015,"Navarra, Comunidad Foral de","0,6"
42015,52015,País Vasco,"0,5"
42015,52015,"Rioja, La","0,6"
42015,52015,Ceuta,"0,1"
42015,52015,Melilla,"0,3"
52015,62015,Nacional,"0,3"
52015,62015,Andalucía,"0,2"
52015,62015,Aragón,"0,3"
52015,62015,"Asturias, Principado de","0,2"
52015,62015,"Balears, Illes","0,5"
52015,62015,Canarias,"0,3"
52015,62015,Cantabria,"0,3"
52015,62015,Castilla y León,"0,4"
52015,62015,Castilla-La Mancha,"0,2"
52015,62015,Cataluña,"0,3"
52015,62015,Comunitat Valenciana,"0,3"
52015,62015,Extremadura,"0,2"
52015,62015,Galicia,"0,3"
52015,62015,"Madrid, Comunidad de","0,2"
52015,62015,"Murcia, Región de","0,2"
52015,62015,"Navarra, Comunidad Foral de","0,3"
52015,62015,País Vasco,"0,3"
52015,62015,"Rioja, La","0,5"
52015,62015,Ceuta,"0,1"
52015,62015,Melilla,"0,4"
62015,72015,Nacional,"-0,9"
62015,72015,Andalucía,"-1,1"
62015,72015,Aragón,"-1,1"
62015,72015,"Asturias, Principado de","-1,1"
62015,72015,"Balears, Illes","-0,3"
62015,72015,Canarias,"-0,8"
62015,72015,Cantabria,"-0,6"
62015,72015,Castilla y León,"-1,0"
62015,72015,Castilla-La Mancha,"-1,2"
62015,72015,Cataluña,"-0,8"
62015,72015,Comunitat Valenciana,"-1,0"
62015,72015,Extremadura,"-1,3"
62015,72015,Galicia,"-1,1"
62015,72015,"Madrid, Comunidad de","-0,7"
62015,72015,"Murcia, Región de","-1,1"
62015,72015,"Navarra, Comunidad Foral de","-0,7"
62015,72015,País Vasco,"-0,9"
62015,72015,"Rioja, La","-1,4"
62015,72015,Ceuta,"-1,5"
62015,72015,Melilla,"-1,4"
72015,82015,Nacional,"-0,3"
72015,82015,Andalucía,"-0,3"
72015,82015,Aragón,"-0,3"
72015,82015,"Asturias, Principado de","-0,3"
72015,82015,"Balears, Illes","-0,4"
72015,82015,Canarias,"-0,2"
72015,82015,Cantabria,"-0,5"
72015,82015,Castilla y León,"-0,4"
72015,82015,Castilla-La Mancha,"-0,5"
72015,82015,Cataluña,"-0,3"
72015,82015,Comunitat Valenciana,"-0,3"
72015,82015,Extremadura,"-0,5"
72015,82015,Galicia,"-0,3"
72015,82015,"Madrid, Comunidad de","-0,3"
72015,82015,"Murcia, Región de","-0,4"
72015,82015,"Navarra, Comunidad Foral de","-0,8"
72015,82015,País Vasco,"-0,3"
72015,82015,"Rioja, La","-0,3"
72015,82015,Ceuta,"0,1"
72015,82015,Melilla,"0,0"
82015,92015,Nacional,"-0,3"
82015,92015,Andalucía,"-0,2"
82015,92015,Aragón,"-0,4"
82015,92015,"Asturias, Principado de","-0,3"
82015,92015,"Balears, Illes","-0,6"
82015,92015,Canarias,"-0,4"
82015,92015,Cantabria,"-0,6"
82015,92015,Castilla y León,"-0,2"
82015,92015,Castilla-La Mancha,"-0,2"
82015,92015,Cataluña,"-0,4"
82015,92015,Comunitat Valenciana,"-0,4"
82015,92015,Extremadura,"-0,2"
82015,92015,Galicia,"-0,2"
82015,92015,"Madrid, Comunidad de","-0,3"
82015,92015,"Murcia, Región de","-0,3"
82015,92015,"Navarra, Comunidad Foral de","-0,2"
82015,92015,País Vasco,"-0,1"
82015,92015,"Rioja, La","-0,3"
82015,92015,Ceuta,"0,1"
82015,92015,Melilla,"0,3"
92015,102015,Nacional,"0,6"
92015,102015,Andalucía,"0,7"
92015,102015,Aragón,"0,8"
92015,102015,"Asturias, Principado de","0,7"
92015,102015,"Balears, Illes","0,1"
92015,102015,Canarias,"0,5"
92015,102015,Cantabria,"0,6"
92015,102015,Castilla y León,"0,7"
92015,102015,Castilla-La Mancha,"1,0"
92015,102015,Cataluña,"0,5"
92015,102015,Comunitat Valenciana,"0,6"
92015,102015,Extremadura,"1,1"
92015,102015,Galicia,"0,8"
92015,102015,"Madrid, Comunidad de","0,5"
92015,102015,"Murcia, Región de","0,9"
92015,102015,"Navarra, Comunidad Foral de","0,5"
92015,102015,País Vasco,"0,8"
92015,102015,"Rioja, La","0,9"
92015,102015,Ceuta,"0,9"
92015,102015,Melilla,"0,8"
102015,112015,Nacional,"0,4"
102015,112015,Andalucía,"0,4"
102015,112015,Aragón,"0,4"
102015,112015,"Asturias, Principado de","0,8"
102015,112015,"Balears, Illes","0,5"
102015,112015,Canarias,"0,2"
102015,112015,Cantabria,"0,8"
102015,112015,Castilla y León,"0,4"
102015,112015,Castilla-La Mancha,"0,4"
102015,112015,Cataluña,"0,3"
102015,112015,Comunitat Valenciana,"0,4"
102015,112015,Extremadura,"0,3"
102015,112015,Galicia,"0,5"
102015,112015,"Madrid, Comunidad de","0,2"
102015,112015,"Murcia, Región de","0,5"
102015,112015,"Navarra, Comunidad Foral de","0,8"
102015,112015,País Vasco,"0,3"
102015,112015,"Rioja, La","0,7"
102015,112015,Ceuta,"0,1"
102015,112015,Melilla,"0,3"
112015,122015,Nacional,"-0,3"
112015,122015,Andalucía,"-0,4"
112015,122015,Aragón,"-0,4"
112015,122015,"Asturias, Principado de","-0,4"
112015,122015,"Balears, Illes","-0,3"
112015,122015,Canarias,"-0,1"
112015,122015,Cantabria,"-0,4"
112015,122015,Castilla y León,"-0,3"
112015,122015,Castilla-La Mancha,"-0,4"
112015,122015,Cataluña,"-0,1"
112015,122015,Comunitat Valenciana,"-0,3"
112015,122015,Extremadura,"-0,2"
112015,122015,Galicia,"-0,4"
112015,122015,"Madrid, Comunidad de","-0,3"
112015,122015,"Murcia, Región de","-0,5"
112015,122015,"Navarra, Comunidad Foral de","-0,3"
112015,122015,País Vasco,"-0,3"
112015,122015,"Rioja, La","-0,3"
112015,122015,Ceuta,"-0,2"
112015,122015,Melilla,"0,0"
122015,12016,Nacional,"-1,9"
122015,12016,Andalucía,"-2,0"
122015,12016,Aragón,"-1,8"
122015,12016,"Asturias, Principado de","-2,1"
122015,12016,"Balears, Illes","-1,6"
122015,12016,Canarias,"-1,7"
122015,12016,Cantabria,"-1,9"
122015,12016,Castilla y León,"-2,3"
122015,12016,Castilla-La Mancha,"-2,2"
122015,12016,Cataluña,"-1,7"
122015,12016,Comunitat Valenciana,"-2,1"
122015,12016,Extremadura,"-2,0"
122015,12016,Galicia,"-2,2"
122015,12016,"Madrid, Comunidad de","-1,6"
122015,12016,"Murcia, Región de","-2,0"
122015,12016,"Navarra, Comunidad Foral de","-2,1"
122015,12016,País Vasco,"-2,0"
122015,12016,"Rioja, La","-2,5"
122015,12016,Ceuta,"-2,0"
122015,12016,Melilla,"-2,5"
12016,22016,Nacional,"-0,4"
12016,22016,Andalucía,"-0,4"
12016,22016,Aragón,"-0,4"
12016,22016,"Asturias, Principado de","-0,4"
12016,22016,"Balears, Illes","-0,4"
12016,22016,Canarias,"-0,2"
12016,22016,Cantabria,"-0,7"
12016,22016,Castilla y León,"-0,5"
12016,22016,Castilla-La Mancha,"-0,5"
12016,22016,Cataluña,"-0,3"
12016,22016,Comunitat Valenciana,"-0,3"
12016,22016,Extremadura,"-0,4"
12016,22016,Galicia,"-0,5"
12016,22016,"Madrid, Comunidad de","-0,2"
12016,22016,"Murcia, Región de","-0,3"
12016,22016,"Navarra, Comunidad Foral de","-0,4"
12016,22016,País Vasco,"-0,4"
12016,22016,"Rioja, La","-0,3"
12016,22016,Ceuta,"-0,4"
12016,22016,Melilla,"-0,6"
22016,32016,Nacional,"0,6"
22016,32016,Andalucía,"0,8"
22016,32016,Aragón,"0,6"
22016,32016,"Asturias, Principado de","0,6"
22016,32016,"Balears, Illes","0,5"
22016,32016,Canarias,"0,6"
22016,32016,Cantabria,"0,5"
22016,32016,Castilla y León,"0,7"
22016,32016,Castilla-La Mancha,"0,7"
22016,32016,Cataluña,"0,6"
22016,32016,Comunitat Valenciana,"0,6"
22016,32016,Extremadura,"0,7"
22016,32016,Galicia,"0,7"
22016,32016,"Madrid, Comunidad de","0,6"
22016,32016,"Murcia, Región de","0,7"
22016,32016,"Navarra, Comunidad Foral de","0,8"
22016,32016,País Vasco,"0,7"
22016,32016,"Rioja, La","0,4"
22016,32016,Ceuta,"0,9"
22016,32016,Melilla,"1,2"
32016,42016,Nacional,"0,7"
32016,42016,Andalucía,"0,8"
32016,42016,Aragón,"0,6"
32016,42016,"Asturias, Principado de","0,8"
32016,42016,"Balears, Illes","0,6"
32016,42016,Canarias,"0,6"
32016,42016,Cantabria,"0,5"
32016,42016,Castilla y León,"0,6"
32016,42016,Castilla-La Mancha,"0,8"
32016,42016,Cataluña,"0,7"
32016,42016,Comunitat Valenciana,"0,9"
32016,42016,Extremadura,"1,0"
32016,42016,Galicia,"0,8"
32016,42016,"Madrid, Comunidad de","0,4"
32016,42016,"Murcia, Región de","1,0"
32016,42016,"Navarra, Comunidad Foral de","0,5"
32016,42016,País Vasco,"0,7"
32016,42016,"Rioja, La","1,0"
32016,42016,Ceuta,"1,0"
32016,42016,Melilla,"0,9"
42016,52016,Nacional,"0,5"
42016,52016,Andalucía,"0,6"
42016,52016,Aragón,"0,6"
42016,52016,"Asturias, Principado de","0,7"
42016,52016,"Balears, Illes","0,6"
42016,52016,Canarias,"0,4"
42016,52016,Cantabria,"0,7"
42016,52016,Castilla y León,"0,6"
42016,52016,Castilla-La Mancha,"0,6"
42016,52016,Cataluña,"0,6"
42016,52016,Comunitat Valenciana,"0,6"
42016,52016,Extremadura,"0,4"
42016,52016,Galicia,"0,6"
42016,52016,"Madrid, Comunidad de","0,4"
42016,52016,"Murcia, Región de","0,6"
42016,52016,"Navarra, Comunidad Foral de","0,8"
42016,52016,País Vasco,"0,4"
42016,52016,"Rioja, La","0,7"
42016,52016,Ceuta,"0,2"
42016,52016,Melilla,"0,5"
52016,62016,Nacional,"0,5"
52016,62016,Andalucía,"0,4"
52016,62016,Aragón,"0,4"
52016,62016,"Asturias, Principado de","0,6"
52016,62016,"Balears, Illes","0,6"
52016,62016,Canarias,"0,4"
52016,62016,Cantabria,"0,6"
52016,62016,Castilla y León,"0,5"
52016,62016,Castilla-La Mancha,"0,5"
52016,62016,Cataluña,"0,5"
52016,62016,Comunitat Valenciana,"0,4"
52016,62016,Extremadura,"0,4"
52016,62016,Galicia,"0,5"
52016,62016,"Madrid, Comunidad de","0,5"
52016,62016,"Murcia, Región de","0,3"
52016,62016,"Navarra, Comunidad Foral de","0,4"
52016,62016,País Vasco,"0,5"
52016,62016,"Rioja, La","0,6"
52016,62016,Ceuta,"0,3"
52016,62016,Melilla,"0,3"
62016,72016,Nacional,"-0,7"
62016,72016,Andalucía,"-0,9"
62016,72016,Aragón,"-0,8"
62016,72016,"Asturias, Principado de","-0,9"
62016,72016,"Balears, Illes","-0,2"
62016,72016,Canarias,"-0,5"
62016,72016,Cantabria,"-0,4"
62016,72016,Castilla y León,"-0,8"
62016,72016,Castilla-La Mancha,"-1,0"
62016,72016,Cataluña,"-0,6"
62016,72016,Comunitat Valenciana,"-0,8"
62016,72016,Extremadura,"-1,0"
62016,72016,Galicia,"-1,0"
62016,72016,"Madrid, Comunidad de","-0,5"
62016,72016,"Murcia, Región de","-1,0"
62016,72016,"Navarra, Comunidad Foral de","-0,4"
62016,72016,País Vasco,"-0,7"
62016,72016,"Rioja, La","-1,4"
